% Model,CurrentThermalModelTrefoil.mph
% Version,COMSOL 6.1.0.357
% Date,"Apr 21 2026, 16:06"
% Table,Temp evaluation - Point Evaluation 1
"Temperature (degC), Point: 48","Temperature (degC), Point: 54","Temperature (degC), Point: 77","Temperature (degC), Point: 83","Temperature (degC), Point: 84","Temperature (degC), Point: 85","Temperature (degC), Point: 106","Temperature (degC), Point: 112"
87.61793386253794,78.26370328120362,87.95920041536726,75.61092108418319,54.204122848981456,37.22833855347341,86.39238853901907,77.01608269961685



