% Model,CurrentThermalModel 420 A.mph
% Version,COMSOL 6.1.0.357
% Date,"Apr 22 2026, 13:47"
% Table,Temp evaluation - Point Evaluation 1
"Temperature (degC), Point: 37","Temperature (degC), Point: 43","Temperature (degC), Point: 44","Temperature (degC), Point: 52","Temperature (degC), Point: 58","Temperature (degC), Point: 59","Temperature (degC), Point: 60","Temperature (degC), Point: 107","Temperature (degC), Point: 113","Temperature (degC), Point: 114"
63.13959051241068,54.21517610641479,40.581970575095056,64.31250312058637,54.870723735901606,39.24214565779022,31.055056697584746,61.322296405163,52.30129697689097,37.719386002343526
